location,city,country,parameter,value,latitude,longitude,num_records
Punjabi Bagh,Delhi,IN,o3,158428.2,28.6683,77.1167,2333
Punjabi Bagh,Delhi,IN,no2,202246.82,28.6683,77.1167,2506
Punjabi Bagh,Delhi,IN,co,2053159.8,28.6683,77.1167,2388
RK Puram,Delhi,IN,no2,191557.8,28.5648,77.1744,2462
RK Puram,Delhi,IN,co,4728300,28.5648,77.1744,2293
RK Puram,Delhi,IN,o3,179768.4,28.5648,77.1744,2368
US Diplomatic Post: Hyderabad,Hyderabad,IN,pm25,-67621,17.443464,78.47489,1500
US Diplomatic Post: New Delhi,Delhi,IN,pm25,279,28.598096,77.189066,1500
US Diplomatic Post: Mumbai,Mumbai,IN,pm25,-198575,19.066023,72.868702,1500
US Diplomatic Post: Chennai,Chennai,IN,pm25,-279460,13.052371,80.251932,1500
US Diplomatic Post: Kolkata,Kolkata,IN,pm25,-89594,22.547142,88.351048,1500
Tolgoit,Ulaanbaatar,MN,so2,111330,47.922495,106.794805,1973
Tolgoit,Ulaanbaatar,MN,co,2930574,47.922495,106.794805,2069
Bringelly,Sydney South-west,AU,co,6,-33.9194444,150.7611111,4102
Padre Las Casas II,Padre las Casas,CL,pm25,35344.862,-38.76476745,-72.59879568,1175
Las Encinas Temuco,Temuco,CL,pm10,37717.954,-38.74869912,-72.62078823,917
Las Encinas Temuco,Temuco,CL,pm25,22359.575,-38.74869912,-72.62078823,1153
Linares,Linares,CL,pm25,24519.187,-35.83694223,-71.59286585,1196
Curicó,Curicó,CL,pm25,23570.594,-34.97492508,-71.23396751,1190
Quilpue,Quilpué,CL,pm10,33066.611,-33.0474666,-71.43451287,985
Quilpue,Quilpué,CL,pm25,15690.72,-33.0474666,-71.43451287,1163
La Serena,Coquimbo,CL,pm25,15100.557,-29.93300652,-71.26196637,1074
Valdivia,Valdivia,CL,pm25,33160.455,-39.8313161,-73.22851282,1135
Punta Arenas,Punta Arenas,CL,pm25,5083.798,-53.15829549,-70.92149748,1170
Osorno,Osorno,CL,pm10,31928.853,-40.58447867,-73.11871982,968
Osorno,Osorno,CL,pm25,22622.49,-40.58447867,-73.11871982,1145
Museo Ferroviario,Temuco,CL,pm10,35199.682,-38.72530244,-72.57119255,926
Museo Ferroviario,Temuco,CL,pm25,19890.647,-38.72530244,-72.57119255,1131
Padre Las Casas II,Padre las Casas,CL,pm10,45621.288,-38.76476745,-72.59879568,972
"Bang Phut, Pak Kret",Nonthaburi,TH,pm10,84802,13.90782693,100.5356536,1252
"Bang Phut, Pak Kret",Nonthaburi,TH,so2,4.257,13.90782693,100.5356536,1268
"Bang Phut, Pak Kret",Nonthaburi,TH,o3,32.174,13.90782693,100.5356536,1268
"Bang Phut, Pak Kret",Nonthaburi,TH,no2,8.972,13.90782693,100.5356536,1268
"Bang Phut, Pak Kret",Nonthaburi,TH,co,854.1,13.90782693,100.5356536,1268
"Pubpla, Wang Thonglang",Bangkok,TH,pm10,63859,13.76963,100.614562,1322
"Pubpla, Wang Thonglang",Bangkok,TH,so2,1.597,13.76963,100.614562,1321
"Pubpla, Wang Thonglang",Bangkok,TH,o3,43.121,13.76963,100.614562,1320
"Pubpla, Wang Thonglang",Bangkok,TH,no2,14.422,13.76963,100.614562,1321
"Pluak Daeng, Pluak Daeng",Rayong,TH,so2,2.122,12.97378,101.212844,1089
Houston Bayland Park C53/A146,Houston,US,o3,9.803,29.6957294,-95.499219,290
Houston Bayland Park C53/A146,Houston,US,no2,2.3244,29.6957294,-95.499219,285
Puente Alto,Puente Alto,CL,so2,4393.674,-33.59139062,-70.594788,1218
Cuncumen ,Salamanca,CL,pm10,9017.414,-31.88927831,-70.62931177,731
"Mae Mo, Mae Mo",Lampang,TH,so2,1.879,18.27968064,99.6631447,1231
London Teddington Bushy Park,London,GB,pm25,13634,51.425286,-0.345606,1320
Urgakh naran,Ulaanbaatar,MN,so2,63004,47.8664611,107.1180194,2961
Mandir Marg,Delhi,IN,pm10,341210,28.6341,77.2005,1680
Mandir Marg,Delhi,IN,pm25,149418,28.6341,77.2005,1696
RK Puram,Delhi,IN,so2,43806.2,28.5648,77.1744,850
Mandir Marg,Delhi,IN,o3,23735.7,28.6341,77.2005,971
Mandir Marg,Delhi,IN,co,1148900,28.6341,77.2005,1011
Mandir Marg,Delhi,IN,so2,21825.2,28.6341,77.2005,930
Houston Westhollow C410,Houston,US,o3,9.873,29.723333,-95.635833,287
"Khlong Chan, Bang kapi",Bangkok,TH,pm10,48662,13.78152,100.636548,952
"Khlong Chan, Bang kapi",Bangkok,TH,o3,33.224,13.78152,100.636548,915
"Khlong Chan, Bang kapi",Bangkok,TH,no2,10.444,13.78152,100.636548,876
Pudahuel,Pudahuel,CL,no2,2080.97,-33.43781138,-70.75017123,55
La Florida,La Florida,CL,no2,650.378,-33.51663036,-70.58812396,42
Punjabi Bagh,Delhi,IN,pm25,272096,28.6683,77.1167,2583
Alto Hospicio,Alto Hospicio,CL,pm25,5.63,-20.29085934,-70.09955406,1
Alto Hospicio,Alto Hospicio,CL,pm25,9454.267,-20.29046688,-70.10019243,1117
"Om Noi, Krathum Baen",Samut Sakhon,TH,no2,3.493,13.70545903,100.3156747,419
"Om Noi, Krathum Baen",Samut Sakhon,TH,co,468.65,13.70545903,100.3156747,419
"Om Noi, Krathum Baen",Samut Sakhon,TH,pm10,14216,13.70545903,100.3156747,419
"Om Noi, Krathum Baen",Samut Sakhon,TH,so2,1.592,13.70545903,100.3156747,419
"Om Noi, Krathum Baen",Samut Sakhon,TH,o3,7.996,13.70545903,100.3156747,419
Baytown Garth C1017,Houston,US,so2,-0.0052,29.823319,-94.983786,214
London Eltham,London,GB,o3,61493,51.45258,0.070766,1349
Colmo,Concón,CL,no2,19326.988,-32.929552,-71.440571,855
Concón,Concón,CL,no2,39505.825,-32.924568,-71.515399,1291
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,pm10,10317,14.9767858,102.1021965,155
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,so2,1.013,14.9767858,102.1021965,148
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,o3,4.939,14.9767858,102.1021965,148
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,no2,2.048,14.9767858,102.1021965,155
"Nai Mueang, Mueang",Nakhon Ratchasima,TH,co,148.18,14.9767858,102.1021965,146
Houston North Wayside C405,Houston,US,o3,6.077,29.8280859,-95.2840958,252
"Hat Yai, Hat Yai",Songkhla,TH,pm10,30963,7.0100008,100.2900003,668
"Hat Yai, Hat Yai",Songkhla,TH,so2,2.273,7.0100008,100.2900003,589
"Hat Yai, Hat Yai",Songkhla,TH,o3,21.529,7.0100008,100.2900003,615
"Hat Yai, Hat Yai",Songkhla,TH,no2,4.078,7.0100008,100.2900003,558
Escuela E-10,Tocopilla,CL,so2,16291.15426,-22.08551871,-70.18868252,1279
Escuela E-10,Tocopilla,CL,co,601415.17,-22.08551871,-70.18868252,1279
Escuela E-10,Tocopilla,CL,no2,38699.08139,-22.08551871,-70.18868252,1279
Escuela E-10,Tocopilla,CL,o3,13930.4018,-22.08551871,-70.18868252,1278
Escuela E-10,Tocopilla,CL,pm10,45547.3,-22.08551871,-70.18868252,1051
Escuela E-10,Tocopilla,CL,pm25,14169.7309,-22.08551871,-70.18868252,1278
Anand Vihar,Delhi,IN,so2,1311.5,28.6508,77.3152,48
Anand Vihar,Delhi,IN,no2,38431,28.6508,77.3152,450
Anand Vihar,Delhi,IN,o3,12491,28.6508,77.3152,467
Anand Vihar,Delhi,IN,co,75400,28.6508,77.3152,47
Anand Vihar,Delhi,IN,pm25,56115,28.6508,77.3152,429
Aberdeen Wellington Road,Aberdeen,GB,no2,74580,57.133888,-2.094198,1147
Doncaster A630 Cleveland Street,Doncaster,GB,no2,40271,53.518868,-1.138073,1312
Oldbury Birmingham Road,Oldbury,GB,no2,31569,52.502436,-2.003497,763
Aberdeen Union Street Roadside,Aberdeen,GB,no2,64206,57.144555,-2.106472,1215
Luton A505 Roadside,Luton,GB,no2,59568,51.892293,-0.46211,1030
Chatham Roadside,Chatham,GB,pm25,8285,51.374264,0.54797,689
Chatham Roadside,Chatham,GB,no2,35015,51.374264,0.54797,1331
Canterbury,Canterbury,GB,no2,13152,51.27399,1.098061,994
Canterbury,Canterbury,GB,o3,60385,51.27399,1.098061,1006
Brighton Preston Park,Brighton,GB,no2,20164,50.840836,-0.147572,1256
Brighton Preston Park,Brighton,GB,o3,72773,50.840836,-0.147572,1236
Peebles,Peebles,GB,no2,8392,55.657472,-3.196527,1331
Peebles,Peebles,GB,o3,74417,55.657472,-3.196527,1333
Eskdalemuir,Eskdalemuir,GB,o3,81639,55.31531,-3.206111,1304
Eskdalemuir,Eskdalemuir,GB,no2,1639,55.31531,-3.206111,1300
Dumfries,Dumfries,GB,no2,39706,55.070033,-3.614233,1266
Lough Navar,Lough Navar,GB,pm10,10361,54.43951,-7.900328,1332
Lough Navar,Lough Navar,GB,o3,76956,54.43951,-7.900328,1326
Derry,Derry,GB,pm10,2181,55.001225,-7.329115,98
Derry,Derry,GB,pm25,1945,55.001225,-7.329115,98
Derry,Derry,GB,so2,1021,55.001225,-7.329115,93
Derry,Derry,GB,no2,1756,55.001225,-7.329115,93
Derry,Derry,GB,o3,5041,55.001225,-7.329115,95
Belfast Stockman's Lane,Belfast,GB,pm10,26860,54.572586,-5.974944,1277
Belfast Stockman's Lane,Belfast,GB,no2,56853,54.572586,-5.974944,1233
Belfast Centre,Belfast,GB,so2,6028,54.59965,-5.928833,1047
Belfast Centre,Belfast,GB,no2,31989,54.59965,-5.928833,1105
Belfast Centre,Belfast,GB,o3,65426,54.59965,-5.928833,1300
Ballymena Ballykeel,Ballymena,GB,so2,1494,54.861595,-6.250873,1148
Armagh Roadside,Armagh,GB,pm10,22745,54.353728,-6.654558,1319
Wirral Tranmere,Liverpool,GB,pm25,12520,53.37287,-3.022722,1328
Armagh Roadside,Armagh,GB,no2,24128,54.353728,-6.654558,1092
Wirral Tranmere,Liverpool,GB,no2,25130,53.37287,-3.022722,1066
Wirral Tranmere,Liverpool,GB,o3,57548,53.37287,-3.022722,1084
Warrington,Warrington,GB,pm10,23085,53.38928,-2.615358,1330
Warrington,Warrington,GB,pm25,15721,53.38928,-2.615358,1330
Warrington,Warrington,GB,no2,29292,53.38928,-2.615358,1104
Shaw Crompton Way,Crompton Way   OL2 8AQ,GB,no2,12006,53.579283,-2.093786,289
Salford Eccles,Manchester,GB,pm10,24956,53.48481,-2.334139,1330
Salford Eccles,Manchester,GB,pm25,16020,53.48481,-2.334139,1329
Salford Eccles,Manchester,GB,no2,37377,53.48481,-2.334139,1147
Preston,Preston,GB,pm25,13766,53.76559,-2.680353,1309
Preston,Preston,GB,no2,32311,53.76559,-2.680353,1299
Preston,Preston,GB,o3,74292,53.76559,-2.680353,1300
Manchester Piccadilly,Manchester,GB,pm25,16063,53.48152,-2.237881,1296
Manchester Piccadilly,Manchester,GB,o3,43409,53.48152,-2.237881,1271
Manchester Piccadilly,Manchester,GB,so2,5354,53.48152,-2.237881,1157
Liverpool Speke,Liverpool,GB,pm10,18364,53.34633,-2.844333,1220
Liverpool Speke,Liverpool,GB,pm25,14627,53.34633,-2.844333,1306
Liverpool Speke,Liverpool,GB,so2,5588,53.34633,-2.844333,1159
Liverpool Speke,Liverpool,GB,no2,25782,53.34633,-2.844333,887
Liverpool Speke,Liverpool,GB,o3,63124,53.34633,-2.844333,1219
Liverpool Queen's Drive Roadside,Liverpool,GB,no2,26988,53.446944,-2.9625,725
Great Dun Fell,Great Dun Fell,GB,o3,77675,54.684233,-2.450799,1333
Glazebury,Glazebury,GB,no2,21063,53.46008,-2.472056,1308
Glazebury,Glazebury,GB,o3,65722,53.46008,-2.472056,1306
Bury Whitefield Roadside,Bury,GB,pm10,23655,53.559029,-2.293772,1329
Blackpool Marton,Blackpool,GB,pm25,11528,53.80489,-3.007175,1308
Blackpool Marton,Blackpool,GB,no2,21511,53.80489,-3.007175,1233
Blackpool Marton,Blackpool,GB,o3,74133,53.80489,-3.007175,1238
Blackburn Accrington Road,Blackburn,GB,no2,36493,53.747751,-2.452724,884
Wrexham,Wrexham,GB,so2,9279,53.04222,-3.002778,1182
Wrexham,Wrexham,GB,no2,25733,53.04222,-3.002778,1155
Aston Hill,Aston Hill,GB,no2,6754,52.50385,-3.034178,1326
Aston Hill,Aston Hill,GB,o3,112197,52.50385,-3.034178,1332
Aberdeen,Aberdeen,GB,pm10,14700,57.15736,-2.094278,1319
Aberdeen,Aberdeen,GB,pm25,6805,57.15736,-2.094278,1319
Aberdeen,Aberdeen,GB,no2,29286,57.15736,-2.094278,1226
Aberdeen,Aberdeen,GB,o3,77475,57.15736,-2.094278,1299
Sunderland Silksworth,Sunderland,GB,pm25,12234,54.88361,-1.406878,1310
Sunderland Silksworth,Sunderland,GB,no2,29022,54.88361,-1.406878,1152
Sunderland Silksworth,Sunderland,GB,o3,79061,54.88361,-1.406878,1303
Stockton-on-Tees Eaglescliffe,Stockton-on-Tees,GB,pm10,22579,54.516667,-1.358547,1324
Stockton-on-Tees Eaglescliffe,Stockton-on-Tees,GB,pm25,13685,54.516667,-1.358547,1331
Newcastle Centre,Newcastle,GB,pm10,13669,54.97825,-1.610528,1072
Stockton-on-Tees Eaglescliffe,Stockton-on-Tees,GB,no2,17957,54.516667,-1.358547,1083
Newcastle Cradlewell Roadside,Newcastle,GB,no2,36414,54.986405,-1.595362,941
Newcastle Centre,Newcastle,GB,pm25,12126,54.97825,-1.610528,1208
Newcastle Centre,Newcastle,GB,no2,37148,54.97825,-1.610528,1123
Newcastle Centre,Newcastle,GB,o3,54246,54.97825,-1.610528,1176
Middlesbrough,Middlesbrough,GB,pm10,20985,54.569297,-1.220874,1331
Middlesbrough,Middlesbrough,GB,pm25,16762,54.569297,-1.220874,1312
Middlesbrough,Middlesbrough,GB,so2,17625,54.569297,-1.220874,1325
Middlesbrough,Middlesbrough,GB,no2,18455,54.569297,-1.220874,1074
Middlesbrough,Middlesbrough,GB,o3,69884,54.569297,-1.220874,1316
Lerwick,Lerwick,GB,o3,91843,60.13922,-1.185319,1202
Billingham,Billingham,GB,no2,18688,54.60537,-1.275039,1047
Strathvaich,Strath Vaich,GB,o3,39026,57.734456,-4.776583,522
Inverness,Inverness,GB,no2,26767,57.481308,-4.241451,1213
Fort William,Fort William,GB,no2,11860,56.82266,-5.101102,1128
Fort William,Fort William,GB,o3,68419,56.82266,-5.101102,1198
London N. Kensington,London,GB,so2,1622,51.52105,-0.213492,698
London Marylebone Road,London,GB,so2,9140,51.52253,-0.154611,1275
London Bloomsbury,London,GB,so2,11708,51.52229,-0.125889,1269
Wicken Fen,Wicken Fen,GB,no2,6966,52.2985,0.290917,1205
Wicken Fen,Wicken Fen,GB,o3,72710,52.2985,0.290917,1285
Wicken Fen,Wicken Fen,GB,so2,17577,52.2985,0.290917,1087
Weybourne,Weybourne,GB,o3,94847,52.95049,1.122017,1330
Thurrock,London,GB,pm10,23827,51.47707,0.317969,1327
Thurrock,London,GB,so2,938,51.47707,0.317969,992
Thurrock,London,GB,no2,37683,51.47707,0.317969,1329
Thurrock,London,GB,o3,61537,51.47707,0.317969,1331
Stanford-le-Hope Roadside,Stanford-le-Hope,GB,pm25,20295,51.518167,0.439548,1299
Stanford-le-Hope Roadside,Stanford-le-Hope,GB,no2,31930,51.518167,0.439548,1282
St Osyth,St Osyth,GB,no2,16301,51.77798,1.049031,1252
St Osyth,St Osyth,GB,o3,79353,51.77798,1.049031,1325
Southend-on-Sea,London,GB,pm25,17725,51.544206,0.678408,1313
Southend-on-Sea,London,GB,no2,26167,51.544206,0.678408,1310
Sandy Roadside,Sandy,GB,pm10,28828,52.132417,-0.300306,1329
Southend-on-Sea,London,GB,o3,63820,51.544206,0.678408,1281
Sibton,Sibton,GB,o3,78977,52.2944,1.463497,1332
Sandy Roadside,Sandy,GB,pm25,20612,52.132417,-0.300306,1329
Sandy Roadside,Sandy,GB,no2,39454,52.132417,-0.300306,1272
Norwich Lakenfields,Norwich,GB,pm10,21933,52.614193,1.301976,1330
Norwich Lakenfields,Norwich,GB,pm25,16476,52.614193,1.301976,1330
Norwich Lakenfields,Norwich,GB,no2,20277,52.614193,1.301976,1318
Norwich Lakenfields,Norwich,GB,o3,72176,52.614193,1.301976,1323
Cambridge Roadside,Cambridge,GB,no2,28484,52.20237,0.124456,944
Nottingham Centre,Nottingham,GB,pm10,25268,52.95473,-1.146447,1289
Nottingham Centre,Nottingham,GB,pm25,17371,52.95473,-1.146447,1289
Nottingham Centre,Nottingham,GB,so2,3641,52.95473,-1.146447,1002
Nottingham Centre,Nottingham,GB,no2,34540,52.95473,-1.146447,1000
Nottingham Centre,Nottingham,GB,o3,54526,52.95473,-1.146447,1283
Northampton Kingsthorpe,Northampton,GB,o3,64704,52.271886,-0.879898,1089
Market Harborough,Market Harborough,GB,no2,13599,52.554444,-0.772222,1288
Market Harborough,Market Harborough,GB,o3,79124,52.554444,-0.772222,1290
Lincoln Canwick Rd.,Lincoln,GB,no2,42757,53.221373,-0.534189,1313
Leicester University,Leicester,GB,pm25,16563,52.619823,-1.127311,1289
Leicester University,Leicester,GB,no2,38276,52.619823,-1.127311,1285
Leicester University,Leicester,GB,o3,57556,52.619823,-1.127311,1290
Leicester A594 Roadside,Leicester,GB,pm10,32431,52.638677,-1.124228,1298
Leicester A594 Roadside,Leicester,GB,no2,48906,52.638677,-1.124228,1282
Ladybower,Ladybower,GB,so2,3643,53.40337,-1.752006,1164
Ladybower,Ladybower,GB,no2,9315,53.40337,-1.752006,1231
Ladybower,Ladybower,GB,o3,66597,53.40337,-1.752006,1230
Chesterfield Roadside,Chesterfield,GB,pm10,27429,53.231722,-1.456944,1331
Chesterfield Roadside,Chesterfield,GB,pm25,17365,53.231722,-1.456944,1331
Chesterfield Loundsley Green,Chesterfield,GB,pm10,20860,53.244131,-1.454946,1318
Chesterfield Loundsley Green,Chesterfield,GB,no2,13378,53.244131,-1.454946,939
Bottesford,Bottesford,GB,o3,21508,52.93028,-0.814722,367
Chesterfield Loundsley Green,Chesterfield,GB,pm25,15890,53.244131,-1.454946,1319
Grangemouth Moray,Grangemouth,GB,no2,13712,56.013142,-3.710833,826
Grangemouth,Grangemouth,GB,pm10,13313,56.010319,-3.704399,1280
Grangemouth,Grangemouth,GB,pm25,5993,56.010319,-3.704399,1127
Grangemouth,Grangemouth,GB,so2,7590,56.010319,-3.704399,1157
Grangemouth,Grangemouth,GB,no2,17792,56.010319,-3.704399,1227
Glasgow Townhead,Glasgow,GB,pm10,14651,55.865782,-4.243631,1330
Glasgow Townhead,Glasgow,GB,pm25,9177,55.865782,-4.243631,1330
Glasgow Townhead,Glasgow,GB,no2,35458,55.865782,-4.243631,1279
Glasgow Townhead,Glasgow,GB,o3,62345,55.865782,-4.243631,1331
Glasgow Kerbside,Glasgow,GB,no2,82622,55.85917,-4.258889,1180
Glasgow High Street,Glasgow,GB,pm10,23446,55.860936,-4.238214,1325
Glasgow High Street,Glasgow,GB,pm25,13137,55.860936,-4.238214,1331
Glasgow High Street,Glasgow,GB,no2,45058,55.860936,-4.238214,1245
Glasgow Great Western Road,Glasgow,GB,no2,30714,55.872038,-4.270936,1041
Edinburgh St Leonards,Edinburgh,GB,pm10,16133,55.945589,-3.182186,1246
Edinburgh St Leonards,Edinburgh,GB,pm25,7660,55.945589,-3.182186,1246
Edinburgh St Leonards,Edinburgh,GB,so2,14630,55.945589,-3.182186,1015
Edinburgh St Leonards,Edinburgh,GB,no2,26346,55.945589,-3.182186,987
Edinburgh St Leonards,Edinburgh,GB,o3,56301,55.945589,-3.182186,1200
Dumbarton Roadside,Dumbarton,GB,no2,14639,55.943197,-4.55973,784
Bush Estate,Bush Estate,GB,no2,8783,55.862281,-3.205782,1221
Bush Estate,Bush Estate,GB,o3,79719,55.862281,-3.205782,1286
Auchencorth Moss,Auchencorth,GB,pm10,10706,55.79216,-3.2429,1330
Auchencorth Moss,Auchencorth,GB,pm25,3798,55.79216,-3.2429,1325
Auchencorth Moss,Auchencorth,GB,o3,80363,55.79216,-3.2429,1318
York Fishergate,York,GB,pm10,27724,53.951889,-1.075861,1331
York Fishergate,York,GB,no2,28428,53.951889,-1.075861,1067
York Fishergate,York,GB,pm25,17944,53.951889,-1.075861,1331
York Bootham,York,GB,pm10,21914,53.967513,-1.086514,1330
York Bootham,York,GB,pm25,13596,53.967513,-1.086514,1330
Sheffield Tinsley,Sheffield,GB,no2,25106,53.41058,-1.396139,973
Sheffield Devonshire Green,Sheffield,GB,pm10,24160,53.378622,-1.478096,1260
Sheffield Devonshire Green,Sheffield,GB,pm25,17591,53.378622,-1.478096,1260
Scunthorpe Town,Scunthorpe,GB,pm10,24963,53.58634,-0.636811,1332
Sheffield Devonshire Green,Sheffield,GB,o3,58491,53.378622,-1.478096,1148
Scunthorpe Town,Scunthorpe,GB,so2,3826,53.58634,-0.636811,1312
Scunthorpe Town,Scunthorpe,GB,no2,22390,53.58634,-0.636811,1292
Leeds Headingley Kerbside,Leeds,GB,pm10,29656,53.819972,-1.576361,1331
Leeds Headingley Kerbside,Leeds,GB,pm25,18644,53.819972,-1.576361,1331
Leeds Headingley Kerbside,Leeds,GB,no2,49737,53.819972,-1.576361,1224
Leeds Centre,Leeds,GB,pm10,24315,53.80378,-1.546472,1330
Leeds Centre,Leeds,GB,pm25,17624,53.80378,-1.546472,1330
Leeds Centre,Leeds,GB,o3,59805,53.80378,-1.546472,1331
Leeds Centre,Leeds,GB,so2,897,53.80378,-1.546472,793
Leeds Centre,Leeds,GB,no2,44394,53.80378,-1.546472,1306
Hull Holderness Road,Yorkshire,GB,pm10,22328,53.758971,-0.305749,1330
Hull Holderness Road,Yorkshire,GB,no2,28154,53.758971,-0.305749,1095
Hull Freetown,Hull,GB,so2,8814,53.74878,-0.341222,1311
Hull Freetown,Hull,GB,pm25,16574,53.74878,-0.341222,1331
Hull Freetown,Hull,GB,no2,31625,53.74878,-0.341222,1303
Hull Freetown,Hull,GB,o3,69595,53.74878,-0.341222,1330
High Muffles,High Muffles,GB,no2,9282,54.334944,-0.80855,1302
High Muffles,High Muffles,GB,o3,91021,54.334944,-0.80855,1311
Walsall Woodlands,Willenhall,GB,no2,21138,52.605621,-2.030523,1324
Barnsley Gawber,Barnsley,GB,o3,65071,53.56292,-1.510436,1331
Barnsley Gawber,Barnsley,GB,so2,7128,53.56292,-1.510436,1319
Bradford Mayo Avenue,Bradford,GB,no2,59286,53.771245,-1.759774,1076
Walsall Woodlands,Willenhall,GB,o3,76270,52.605621,-2.030523,1333
Barnsley Gawber,Barnsley,GB,no2,25731,53.56292,-1.510436,1317
Stoke-on-Trent Centre,Stoke-on-Trent,GB,pm25,19505,53.02821,-2.175133,1289
Stoke-on-Trent Centre,Stoke-on-Trent,GB,no2,40980,53.02821,-2.175133,1300
Stoke-on-Trent Centre,Stoke-on-Trent,GB,o3,56697,53.02821,-2.175133,1301
Stoke-on-Trent A50 Roadside,Stoke-on-Trent,GB,pm10,31864,52.980436,-2.111898,1332
Stoke-on-Trent A50 Roadside,Stoke-on-Trent,GB,no2,78094,52.980436,-2.111898,1330
Leominster,Leominster,GB,no2,11135,52.22174,-2.736665,1152
Leominster,Leominster,GB,o3,76094,52.22174,-2.736665,1149
Leamington Spa Rugby Road,Leamington Spa,GB,no2,34544,52.294884,-1.542911,1306
Coventry Allesley,Coventry,GB,pm25,19552,52.411563,-1.560228,1296
Coventry Allesley,Coventry,GB,no2,32109,52.411563,-1.560228,1302
Coventry Allesley,Coventry,GB,o3,66827,52.411563,-1.560228,1303
Birmingham Tyburn Roadside,Birmingham,GB,pm10,29554,52.512194,-1.830861,1199
Birmingham Tyburn Roadside,Birmingham,GB,pm25,19254,52.512194,-1.830861,1238
Birmingham Tyburn Roadside,Birmingham,GB,no2,48598,52.512194,-1.830861,1327
Birmingham Tyburn Roadside,Birmingham,GB,o3,45634,52.512194,-1.830861,1173
Birmingham Tyburn,Birmingham,GB,pm10,22425,52.511722,-1.830583,1185
Birmingham Tyburn,Birmingham,GB,pm25,17343,52.511722,-1.830583,1239
Birmingham Tyburn,Birmingham,GB,so2,4393,52.511722,-1.830583,1331
Birmingham Tyburn,Birmingham,GB,no2,41513,52.511722,-1.830583,1331
Birmingham Tyburn,Birmingham,GB,o3,66823,52.511722,-1.830583,1331
Birmingham Acocks Green,Birmingham,GB,no2,26146,52.437165,-1.829999,1310
Birmingham Acocks Green,Birmingham,GB,pm25,15839,52.437165,-1.829999,1296
Birmingham Acocks Green,Birmingham,GB,o3,54939,52.437165,-1.829999,1306
Mace Head,Mace Head,GB,o3,90719,53.326444,-9.903917,1152
Yarner Wood,Yarner Wood,GB,no2,5866,50.5976,-3.71651,1331
Saltash Callington Road,Saltash,GB,pm10,21922,50.411463,-4.227678,1319
Yarner Wood,Yarner Wood,GB,o3,84953,50.5976,-3.71651,1331
Saltash Callington Road,Saltash,GB,pm25,18070,50.411463,-4.227678,1226
Plymouth Centre,Plymouth,GB,pm25,14145,50.37167,-4.142361,967
Plymouth Centre,Plymouth,GB,pm10,20562,50.37167,-4.142361,1330
Plymouth Centre,Plymouth,GB,no2,28637,50.37167,-4.142361,1328
Plymouth Centre,Plymouth,GB,o3,73025,50.37167,-4.142361,1330
Honiton,Honiton,GB,no2,10380,50.792287,-3.196702,1328
Exeter Roadside,Exeter,GB,o3,21113,50.725083,-3.532465,1332
Charlton Mackrell,Charlton,GB,no2,10880,51.05625,-2.68345,1233
Bristol St Paul's,Bristol,GB,pm10,20450,51.462839,-2.584482,1330
Charlton Mackrell,Charlton,GB,o3,94936,51.05625,-2.68345,1221
Bristol St Paul's,Bristol,GB,pm25,14965,51.462839,-2.584482,1330
Bristol St Paul's,Bristol,GB,no2,34573,51.462839,-2.584482,1255
Bristol St Paul's,Bristol,GB,o3,61785,51.462839,-2.584482,1328
Bournemouth,Bournemouth,GB,no2,18182,50.73957,-1.826744,1289
Bournemouth,Bournemouth,GB,o3,73028,50.73957,-1.826744,1299
Bath Roadside,Bath,GB,no2,52874,51.391127,-2.354155,1025
Barnstaple A39,Barnstaple,GB,pm10,25677,51.074793,-4.041924,1215
Barnstaple A39,Barnstaple,GB,pm25,16015,51.074793,-4.041924,1331
Swansea Roadside,Swansea,GB,pm10,20045,51.632696,-3.947374,1183
Swansea Roadside,Swansea,GB,pm25,15079,51.632696,-3.947374,1182
Swansea Roadside,Swansea,GB,no2,33771,51.632696,-3.947374,1122
Port Talbot Margam,Port Talbot,GB,pm10,29020,51.58395,-3.770822,1304
Port Talbot Margam,Port Talbot,GB,pm25,14679,51.58395,-3.770822,1320
Port Talbot Margam,Port Talbot,GB,so2,6729,51.58395,-3.770822,1217
Port Talbot Margam,Port Talbot,GB,no2,17645,51.58395,-3.770822,1008
Port Talbot Margam,Port Talbot,GB,o3,76765,51.58395,-3.770822,1257
Newport,Newport,GB,pm10,22672,51.601203,-2.977281,1331
Newport,Newport,GB,pm25,16523,51.601203,-2.977281,1331
Newport,Newport,GB,no2,30617,51.601203,-2.977281,1260
Narberth,Narberth,GB,pm10,18165,51.781784,-4.691462,1332
Narberth,Narberth,GB,no2,4115,51.781784,-4.691462,1315
Narberth,Narberth,GB,o3,94223,51.781784,-4.691462,1331
Narberth,Narberth,GB,so2,5252,51.781784,-4.691462,1184
Chepstow A48,Chepstow,GB,pm10,25003,51.638094,-2.678731,1317
Cwmbran,Cardiff,GB,no2,17026,51.6538,-3.006953,1262
Hafod-yr-ynys Roadside,Swfrryd,GB,no2,69566,51.680579,-3.133508,968
Cwmbran,Cardiff,GB,o3,79640,51.6538,-3.006953,1333
Chepstow A48,Chepstow,GB,pm25,14724,51.638094,-2.678731,1331
